episode,agent,reward,steps
0,explorer,-4.99999999999999,100
1,explorer,-4.99999999999999,100
2,explorer,-4.99999999999999,100
3,explorer,-4.99999999999999,100
4,explorer,-4.99999999999999,100
5,explorer,-4.99999999999999,100
6,explorer,-4.99999999999999,100
7,explorer,-4.99999999999999,100
8,explorer,-4.99999999999999,100
9,explorer,-4.99999999999999,100
