episode,agent,reward,steps
438,agente_q,0.2699999999999996,74
439,agente_fixo,120.97,124
439,agente_q,-0.23000000000000087,124
440,agente_fixo,13.969999999999999,17
440,agente_q,0.84,17
441,agente_fixo,66.97,70
441,agente_q,0.3099999999999996,70
442,agente_fixo,0.97,4
442,agente_q,0.97,4
443,agente_fixo,5.97,9
443,agente_q,0.92,9
444,agente_fixo,31.97,35
444,agente_q,0.6599999999999999,35
445,agente_fixo,26.97,30
445,agente_q,0.71,30
446,agente_fixo,15.969999999999999,19
446,agente_q,0.82,19
447,agente_fixo,57.97,61
447,agente_q,0.3999999999999997,61
448,agente_fixo,26.97,30
448,agente_q,0.71,30
449,agente_fixo,34.97,38
449,agente_q,0.6299999999999999,38
450,agente_fixo,11.969999999999999,15
450,agente_q,0.86,15
451,agente_fixo,49.97,53
451,agente_q,0.47999999999999976,53
452,agente_fixo,42.97,46
452,agente_q,0.5499999999999998,46
453,agente_fixo,79.97,83
453,agente_q,0.1799999999999995,83
454,agente_fixo,9.969999999999999,13
454,agente_q,0.88,13
455,agente_fixo,99.97,103
455,agente_q,-0.020000000000000684,103
456,agente_fixo,55.97,59
456,agente_q,0.4199999999999997,59
457,agente_fixo,11.969999999999999,15
457,agente_q,0.86,15
458,agente_fixo,78.97,82
458,agente_q,0.1899999999999995,82
459,agente_fixo,59.97,63
459,agente_q,0.37999999999999967,63
460,agente_fixo,30.97,34
460,agente_q,0.6699999999999999,34
461,agente_fixo,145.97,149
461,agente_q,-0.4800000000000011,149
462,agente_fixo,1.97,5
462,agente_q,0.96,5
463,agente_fixo,66.97,70
463,agente_q,0.3099999999999996,70
464,agente_fixo,53.97,57
464,agente_q,0.4399999999999997,57
465,agente_fixo,0.97,4
465,agente_q,0.97,4
466,agente_fixo,22.97,26
466,agente_q,0.75,26
467,agente_fixo,34.97,38
467,agente_q,0.6299999999999999,38
468,agente_fixo,10.969999999999999,14
468,agente_q,0.87,14
469,agente_fixo,46.97,50
469,agente_q,0.5099999999999998,50
470,agente_fixo,32.97,36
470,agente_q,0.6499999999999999,36
471,agente_fixo,18.97,22
471,agente_q,0.7899999999999999,22
472,agente_fixo,33.97,37
472,agente_q,0.6399999999999999,37
473,agente_fixo,49.97,53
473,agente_q,0.47999999999999976,53
474,agente_fixo,5.97,9
474,agente_q,0.92,9
475,agente_fixo,10.969999999999999,14
475,agente_q,0.87,14
476,agente_fixo,73.97,77
476,agente_q,0.23999999999999955,77
477,agente_fixo,40.97,44
477,agente_q,0.5699999999999998,44
478,agente_fixo,93.97,97
478,agente_q,0.03999999999999937,97
479,agente_fixo,31.97,35
479,agente_q,0.6599999999999999,35
480,agente_fixo,23.97,27
480,agente_q,0.74,27
481,agente_fixo,26.97,30
481,agente_q,0.71,30
482,agente_fixo,19.97,23
482,agente_q,0.7799999999999999,23
483,agente_fixo,23.97,27
483,agente_q,0.74,27
484,agente_fixo,9.969999999999999,13
484,agente_q,0.88,13
485,agente_fixo,9.969999999999999,13
485,agente_q,0.88,13
486,agente_fixo,54.97,58
486,agente_q,0.4299999999999997,58
487,agente_fixo,3.9699999999999998,7
487,agente_q,0.94,7
488,agente_fixo,119.97,123
488,agente_q,-0.22000000000000086,123
489,agente_fixo,79.97,83
489,agente_q,0.1799999999999995,83
490,agente_fixo,66.97,70
490,agente_q,0.3099999999999996,70
491,agente_fixo,33.97,37
491,agente_q,0.6399999999999999,37
492,agente_fixo,2.9699999999999998,6
492,agente_q,0.95,6
493,agente_fixo,42.97,46
493,agente_q,0.5499999999999998,46
494,agente_fixo,58.97,62
494,agente_q,0.3899999999999997,62
495,agente_fixo,5.97,9
495,agente_q,0.92,9
496,agente_fixo,28.97,32
496,agente_q,0.69,32
497,agente_fixo,20.97,24
497,agente_q,0.7699999999999999,24
498,agente_fixo,50.97,54
498,agente_q,0.46999999999999975,54
499,agente_fixo,26.97,30
499,agente_q,0.71,30
